"","PolicyID","AggClaimAmount","ClaimNb","Exposure","Power","CarAge","DriverAge","Brand","Gas","Region","Density","LogAggClaimAmount","LogDensity","CatDriverAge","CatCarAge","powerF"
"6638",148027,2666,1,1,"f",6,68,"Renault, Nissan or Citroen","Regular","R24",131,7.88833450073865,4.87519732320115,2,3,"DEF"
"6639",148028,2617,1,0.11,"e",13,52,"Opel, General Motors or Ford","Diesel","R24",149,7.86978390253015,5.00394630594546,2,4,"DEF"
"6640",148037,103,1,1,"g",5,26,"Renault, Nissan or Citroen","Regular","R24",67,4.63472898822964,4.20469261939097,4,3,"GH"
"6641",148058,113,1,0.97,"e",4,40,"Opel, General Motors or Ford","Regular","R24",286,4.72738781871234,5.65599181081985,3,2,"DEF"
"6642",148072,1202,1,1,"h",12,53,"Renault, Nissan or Citroen","Diesel","R24",1064,7.09174211509515,6.96979066990159,2,4,"GH"
"6643",148141,289,1,1,"e",1,36,"Opel, General Motors or Ford","Diesel","R24",1064,5.66642668811243,6.96979066990159,3,2,"DEF"
"6644",148143,1198,1,0.82,"g",2,42,"Opel, General Motors or Ford","Diesel","R54",562,7.08840877867539,6.33150184989369,3,2,"GH"
"6645",148183,2358,1,0.87,"g",7,56,"Volkswagen, Audi, Skoda or Seat","Diesel","R52",663,7.76556908109732,6.49677499018586,2,3,"GH"
"6646",148238,4161,2,0.47,"e",4,43,"Opel, General Motors or Ford","Diesel","R11",27000,8.33351070898294,10.2035921449865,2,2,"DEF"
"6647",148247,278,1,1,"d",3,37,"Renault, Nissan or Citroen","Regular","R11",27000,5.62762111369064,10.2035921449865,3,2,"DEF"
"6648",148259,1526,2,1,"h",14,36,"Japanese (except Nissan) or Korean","Regular","R11",27000,7.3304052118444,10.2035921449865,3,4,"GH"
"6649",148289,95,1,0.55,"g",18,54,"Japanese (except Nissan) or Korean","Regular","R11",27000,4.55387689160054,10.2035921449865,2,5,"GH"
"6650",148316,1546,1,1,"e",2,45,"Volkswagen, Audi, Skoda or Seat","Regular","R11",5628,7.34342622914737,8.63550941823428,2,2,"DEF"
"6651",148337,1114,1,0.68,"h",10,35,"Fiat","Regular","R11",12750,7.01571242048723,9.45328655058657,3,4,"GH"
"6652",148357,1167,1,1,"e",6,47,"Renault, Nissan or Citroen","Regular","R25",2103,7.06219163228656,7.6511201757027,2,3,"DEF"
"6653",148384,2352,2,1,"f",4,56,"Opel, General Motors or Ford","Diesel","R25",37,7.76302130901852,3.61091791264422,2,2,"DEF"
"6654",148391,1156,1,0.59,"e",11,43,"Opel, General Motors or Ford","Diesel","R25",52,7.05272104923232,3.95124371858143,2,4,"DEF"
"6655",148412,736,1,1,"f",3,55,"Opel, General Motors or Ford","Diesel","R25",122,6.60123011872888,4.80402104473326,2,2,"DEF"
"6656",148420,1026,1,0.95,"f",7,35,"Volkswagen, Audi, Skoda or Seat","Diesel","R25",2103,6.93342302573071,7.6511201757027,3,3,"DEF"
"6657",148441,1529,2,1,"e",7,67,"Renault, Nissan or Citroen","Regular","R25",1284,7.33236920592906,7.15773548424991,2,3,"DEF"
"6658",148472,11879,1,1,"g",6,48,"Renault, Nissan or Citroen","Regular","R25",251,9.38252741428954,5.52545293913178,2,3,"GH"
"6659",148484,1074,1,0.88,"e",18,22,"Volkswagen, Audi, Skoda or Seat","Regular","R52",4128,6.97914527506881,8.3255483071614,5,5,"DEF"
"6660",148486,1217,2,1,"g",0,31,"other","Diesel","R25",1284,7.10414409298753,7.15773548424991,3,1,"GH"
"6661",148499,781,1,1,"f",4,39,"Japanese (except Nissan) or Korean","Regular","R25",1284,6.66057514983969,7.15773548424991,3,2,"DEF"
"6662",148523,602,1,1,"f",11,46,"Renault, Nissan or Citroen","Regular","R25",1219,6.40025744530882,7.10578612948127,2,4,"DEF"
"6663",148557,1189,1,1,"e",7,29,"Opel, General Motors or Ford","Diesel","R53",644,7.08086789669078,6.46769872610435,3,3,"DEF"
"6664",148577,3517,1,0.81,"f",6,64,"Opel, General Motors or Ford","Diesel","R53",62,8.16536363247398,4.12713438504509,2,3,"DEF"
"6665",148611,1462,1,0.91,"d",7,40,"Renault, Nissan or Citroen","Regular","R53",3386,7.28756064030972,8.12740456269308,3,3,"DEF"
"6666",148619,1183,1,1,"f",7,41,"Renault, Nissan or Citroen","Diesel","R11",672,7.07580886397839,6.51025834052315,3,3,"DEF"
"6667",148630,4124,1,1,"f",9,28,"Renault, Nissan or Citroen","Diesel","R72",13,8.32457884513685,2.56494935746154,3,3,"DEF"
"6668",148641,1178,1,1,"f",6,56,"Renault, Nissan or Citroen","Diesel","R53",54,7.07157336421153,3.98898404656427,2,3,"DEF"
"6669",148670,11997,1,1,"g",1,40,"Volkswagen, Audi, Skoda or Seat","Diesel","R53",229,9.39241189751493,5.43372200355424,3,2,"GH"
"6670",148680,553,1,1,"f",11,41,"Renault, Nissan or Citroen","Diesel","R53",97,6.31535800152233,4.57471097850338,3,4,"DEF"
"6671",148710,1164,1,0.24,"f",13,41,"Renault, Nissan or Citroen","Diesel","R53",130,7.05961762829138,4.86753445045558,3,4,"DEF"
"6672",148731,1159,1,1,"i",11,57,"Mercedes, Chrysler or BMW","Regular","R53",287,7.05531284333975,5.65948221575962,2,4,"other"
"6673",148739,201,1,1,"e",11,41,"Renault, Nissan or Citroen","Diesel","R11",9096,5.30330490805908,9.11559003543037,3,4,"DEF"
"6674",148745,1185,1,1,"f",8,60,"Volkswagen, Audi, Skoda or Seat","Diesel","R53",94,7.07749805356923,4.54329478227,2,3,"DEF"
"6675",148747,1228,1,1,"f",4,68,"Renault, Nissan or Citroen","Diesel","R53",229,7.11314210870709,5.43372200355424,2,2,"DEF"
"6676",148773,1162,1,1,"e",4,49,"Renault, Nissan or Citroen","Regular","R53",3021,7.05789793741186,8.01334318138667,2,2,"DEF"
"6677",148805,177,1,1,"d",7,39,"Opel, General Motors or Ford","Diesel","R24",13,5.17614973257383,2.56494935746154,3,3,"DEF"
"6678",148807,387,1,0.29,"h",9,57,"Japanese (except Nissan) or Korean","Regular","R72",211,5.95842469302978,5.35185813347607,2,3,"GH"
"6679",148862,1228,1,1,"f",3,54,"Japanese (except Nissan) or Korean","Diesel","R24",7,7.11314210870709,1.94591014905531,2,2,"DEF"
"6680",148872,171,1,0.95,"g",14,53,"Renault, Nissan or Citroen","Regular","R24",399,5.14166355650266,5.98896141688986,2,4,"GH"
"6681",148924,2554,1,0.5,"d",10,19,"Renault, Nissan or Citroen","Regular","R24",399,7.84541603659248,5.98896141688986,5,4,"DEF"
"6682",148939,1161,1,0.56,"f",1,77,"Opel, General Motors or Ford","Regular","R24",399,7.05703698169789,5.98896141688986,1,2,"DEF"
"6683",148949,1658,2,0.72,"f",1,83,"Mercedes, Chrysler or BMW","Diesel","R24",399,7.41336733569524,5.98896141688986,1,2,"DEF"
"6684",148952,1195,1,0.61,"i",12,33,"Renault, Nissan or Citroen","Regular","R52",252,7.08590146436561,5.52942908751142,3,4,"other"
"6685",148960,1152,1,0.68,"g",6,33,"Renault, Nissan or Citroen","Regular","R24",124,7.04925484125584,4.82028156560504,3,3,"GH"
"6686",148979,1164,1,1,"g",13,71,"Renault, Nissan or Citroen","Regular","R23",678,7.05961762829138,6.5191472879404,2,4,"GH"
"6687",148989,534,1,1,"f",14,69,"Renault, Nissan or Citroen","Diesel","R24",1314,6.2803958389602,7.18083119904456,2,4,"DEF"
"6688",149009,248,1,1,"f",4,53,"Renault, Nissan or Citroen","Diesel","R24",949,5.51342874616498,6.85540879860993,2,2,"DEF"
"6689",149016,723,1,0.83,"i",7,31,"Renault, Nissan or Citroen","Regular","R24",1314,6.58340922215876,7.18083119904456,3,3,"other"
"6690",149048,85,1,0.63,"g",30,22,"Volkswagen, Audi, Skoda or Seat","Regular","R24",34,4.44265125649032,3.52636052461616,5,5,"GH"
"6691",149084,434,1,1,"f",3,65,"other","Regular","R24",949,6.07304453410041,6.85540879860993,2,2,"DEF"
"6692",149091,1929,1,1,"f",9,34,"Renault, Nissan or Citroen","Regular","R24",1314,7.56475701290573,7.18083119904456,3,3,"DEF"
"6693",149134,585,1,0.15,"f",9,54,"Renault, Nissan or Citroen","Diesel","R24",1314,6.37161184723186,7.18083119904456,2,3,"DEF"
"6694",149152,1252,1,0.83,"g",9,51,"Mercedes, Chrysler or BMW","Diesel","R24",1314,7.13249755166004,7.18083119904456,2,3,"GH"
"6695",149169,4403,1,1,"f",1,75,"Renault, Nissan or Citroen","Diesel","R23",21,8.39004140575575,3.04452243772342,1,2,"DEF"
"6696",149176,1100,1,1,"d",10,32,"Opel, General Motors or Ford","Regular","R24",949,7.00306545878646,6.85540879860993,3,4,"DEF"
"6697",149231,13503,1,0.1,"k",7,48,"Volkswagen, Audi, Skoda or Seat","Regular","R24",1314,9.51066716196104,7.18083119904456,2,3,"other"
"6698",149244,427,1,0.74,"g",15,46,"Volkswagen, Audi, Skoda or Seat","Regular","R24",1314,6.05678401322862,7.18083119904456,2,5,"GH"
"6699",149262,1196,1,0.69,"e",15,36,"Renault, Nissan or Citroen","Diesel","R24",21,7.08673793451058,3.04452243772342,3,5,"DEF"
"6700",149286,3092,1,0.24,"d",3,52,"other","Regular","R24",1314,8.03657340970731,7.18083119904456,2,2,"DEF"
"6701",149304,723,1,0.49,"e",8,22,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",949,6.58340922215876,6.85540879860993,5,3,"DEF"
"6702",149336,2196,1,0.26,"f",14,18,"Renault, Nissan or Citroen","Diesel","R24",51,7.69439280262942,3.93182563272433,5,4,"DEF"
"6703",149391,1127,1,1,"g",8,61,"Renault, Nissan or Citroen","Regular","R31",3490,7.02731451403978,8.15765701519647,2,3,"GH"
"6704",149424,999,1,0.5,"g",5,59,"Renault, Nissan or Citroen","Regular","R11",8023,6.90675477864855,8.99006769575366,2,3,"GH"
"6705",149444,20681,1,1,"e",13,45,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",45,9.93697068335268,3.80666248977032,2,4,"DEF"
"6706",149500,1164,1,0.12,"e",14,20,"Renault, Nissan or Citroen","Diesel","R24",335,7.05961762829138,5.81413053182507,5,4,"DEF"
"6707",149501,5724,1,0.01,"e",6,20,"Renault, Nissan or Citroen","Regular","R24",335,8.65242314067634,5.81413053182507,5,3,"DEF"
"6708",149503,111,1,0.92,"g",7,41,"Renault, Nissan or Citroen","Diesel","R52",59,4.70953020131233,4.07753744390572,3,3,"GH"
"6709",149552,1136,1,1,"f",3,66,"Renault, Nissan or Citroen","Diesel","R24",121,7.0352685992811,4.79579054559674,2,2,"DEF"
"6710",149595,1180,1,0.94,"j",5,38,"Opel, General Motors or Ford","Diesel","R24",741,7.07326971745971,6.60800062529609,3,3,"other"
"6711",149634,424,1,0.8,"g",6,26,"Renault, Nissan or Citroen","Diesel","R24",741,6.04973345523196,6.60800062529609,4,3,"GH"
"6712",149643,10274,1,0.33,"e",1,69,"Renault, Nissan or Citroen","Diesel","R24",43,9.23737171102721,3.76120011569356,2,2,"DEF"
"6713",149651,544,1,1,"d",16,31,"Volkswagen, Audi, Skoda or Seat","Diesel","R11",17140,6.29894924685594,9.74917019215177,3,5,"DEF"
"6714",149654,270,1,1,"g",6,37,"Opel, General Motors or Ford","Regular","R11",1152,5.59842195899838,7.04925484125584,3,3,"GH"
"6715",149657,1199,1,0.74,"g",6,50,"Opel, General Motors or Ford","Diesel","R53",347,7.08924315502751,5.84932477994686,2,3,"GH"
"6716",149658,1199,1,0.25,"g",6,50,"Opel, General Motors or Ford","Diesel","R53",347,7.08924315502751,5.84932477994686,2,3,"GH"
"6717",149667,1160,1,1,"h",3,63,"Renault, Nissan or Citroen","Diesel","R53",3386,7.05617528410041,8.12740456269308,2,2,"GH"
"6718",149690,3852,1,1,"i",9,47,"Renault, Nissan or Citroen","Regular","R24",1054,8.25634777291802,6.96034772910131,2,3,"other"
"6719",149714,1185,1,1,"d",1,61,"Renault, Nissan or Citroen","Regular","R24",399,7.07749805356923,5.98896141688986,2,2,"DEF"
"6720",149722,1197,1,0.29,"f",15,49,"Renault, Nissan or Citroen","Diesel","R24",20,7.08757370555797,2.99573227355399,2,5,"DEF"
"6721",149733,905,1,0.55,"d",9,28,"Renault, Nissan or Citroen","Regular","R24",1054,6.80793494369993,6.96034772910131,3,3,"DEF"
"6722",149749,1195,1,0.66,"g",9,46,"Renault, Nissan or Citroen","Diesel","R24",13,7.08590146436561,2.56494935746154,2,3,"GH"
"6723",149796,30,1,0.44,"g",12,65,"Renault, Nissan or Citroen","Regular","R24",1054,3.40119738166216,6.96034772910131,2,4,"GH"
"6724",149804,1172,1,1,"i",8,42,"Renault, Nissan or Citroen","Regular","R24",1054,7.06646697013696,6.96034772910131,3,3,"other"
"6725",149860,1478,2,1,"g",13,52,"Renault, Nissan or Citroen","Regular","R24",18,7.29844510150815,2.89037175789616,2,4,"GH"
"6726",149884,87,1,1,"f",12,70,"Renault, Nissan or Citroen","Regular","R24",39,4.46590811865458,3.66356164612965,2,4,"DEF"
"6727",149888,1179,1,1,"d",15,47,"Renault, Nissan or Citroen","Regular","R24",18,7.07242190053737,2.89037175789616,2,5,"DEF"
"6728",149907,6341,1,0.63,"h",6,34,"Renault, Nissan or Citroen","Diesel","R24",36,8.75479176370003,3.58351893845611,3,3,"GH"
"6729",149923,1164,1,0.9,"g",16,19,"Volkswagen, Audi, Skoda or Seat","Regular","R11",6313,7.05961762829138,8.75036627836763,5,5,"GH"
"6730",149964,1124,1,0.13,"g",19,46,"Renault, Nissan or Citroen","Regular","R24",23,7.02464903045364,3.13549421592915,2,5,"GH"
"6731",149986,1170,1,0.84,"e",25,51,"Renault, Nissan or Citroen","Regular","R24",149,7.0647590277918,5.00394630594546,2,5,"DEF"
"6732",150001,1142,1,1,"g",4,58,"Renault, Nissan or Citroen","Regular","R24",20,7.04053639021596,2.99573227355399,2,2,"GH"
"6733",150056,1196,1,0.64,"f",7,46,"Renault, Nissan or Citroen","Diesel","R24",22,7.08673793451058,3.09104245335832,2,3,"DEF"
"6734",150076,739,1,1,"d",3,28,"Renault, Nissan or Citroen","Regular","R11",27000,6.6052979209482,10.2035921449865,3,2,"DEF"
"6735",150093,1165,1,1,"h",7,40,"Renault, Nissan or Citroen","Diesel","R52",405,7.0604763659998,6.00388706710654,3,3,"GH"
"6736",150105,2335,1,0.33,"h",3,38,"Renault, Nissan or Citroen","Diesel","R52",174,7.755767170103,5.15905529921453,3,2,"GH"
"6737",150109,1398,2,1,"g",8,23,"Opel, General Motors or Ford","Diesel","R54",1265,7.24279792279376,7.14282740116162,4,3,"GH"
"6738",150125,1017,1,1,"e",13,36,"Opel, General Motors or Ford","Diesel","R11",27000,6.92461239604856,10.2035921449865,3,4,"DEF"
"6739",150148,1183,1,1,"f",5,36,"Renault, Nissan or Citroen","Diesel","R52",55,7.07580886397839,4.00733318523247,3,3,"DEF"
"6740",150168,245,1,0.64,"i",1,40,"Opel, General Motors or Ford","Regular","R54",831,5.50125821054473,6.72262979485545,3,2,"other"
"6741",150200,620,1,1,"f",6,30,"Renault, Nissan or Citroen","Diesel","R11",9817,6.42971947803914,9.19187085569252,3,3,"DEF"
"6742",150213,1138,1,0.37,"f",14,24,"Renault, Nissan or Citroen","Diesel","R54",48,7.03702761468628,3.87120101090789,4,4,"DEF"
"6743",150215,1133,1,0.84,"e",6,60,"Opel, General Motors or Ford","Diesel","R54",831,7.03262426102801,6.72262979485545,2,3,"DEF"
"6744",150243,1176,1,1,"d",15,49,"Renault, Nissan or Citroen","Regular","R53",1165,7.06987412845857,7.0604763659998,2,5,"DEF"
"6745",150257,177,1,0.37,"h",12,48,"other","Regular","R53",3386,5.17614973257383,8.12740456269308,2,4,"GH"
"6746",150272,598,1,1,"k",1,43,"Mercedes, Chrysler or BMW","Diesel","R53",1192,6.39359075395063,7.0833878476253,2,2,"other"
"6747",150276,1233,1,0.62,"f",6,42,"Renault, Nissan or Citroen","Diesel","R53",3386,7.11720550316434,8.12740456269308,3,3,"DEF"
"6748",150285,1184,1,0.44,"d",16,57,"Renault, Nissan or Citroen","Regular","R53",158,7.07665381544395,5.06259503302697,2,5,"DEF"
"6749",150316,887,2,1,"h",5,47,"Fiat","Regular","R11",6736,6.78784498230958,8.81522155592216,2,3,"GH"
"6750",150327,1276,1,0.27,"f",4,51,"Renault, Nissan or Citroen","Diesel","R53",461,7.15148546390474,6.13339804299665,2,2,"DEF"
"6751",150336,1216,1,0.69,"f",5,44,"Japanese (except Nissan) or Korean","Diesel","R53",175,7.10332206252611,5.16478597392351,2,3,"DEF"
"6752",150367,1205,1,0.21,"d",14,21,"Renault, Nissan or Citroen","Regular","R53",1165,7.09423484592476,7.0604763659998,5,4,"DEF"
"6753",150406,1701,1,0.81,"f",5,47,"Volkswagen, Audi, Skoda or Seat","Diesel","R52",193,7.43897159239586,5.26269018890489,2,3,"DEF"
"6754",150408,1145,1,1,"e",8,52,"Renault, Nissan or Citroen","Regular","R52",4128,7.04315991598834,8.3255483071614,2,3,"DEF"
"6755",150419,65,1,1,"f",10,36,"Renault, Nissan or Citroen","Diesel","R52",4128,4.17438726989564,8.3255483071614,3,4,"DEF"
"6756",150454,1135,1,1,"e",5,54,"Volkswagen, Audi, Skoda or Seat","Diesel","R52",193,7.0343879299155,5.26269018890489,2,3,"DEF"
"6757",150463,950,1,0.98,"g",12,38,"Japanese (except Nissan) or Korean","Diesel","R52",204,6.85646198459459,5.31811999384422,3,4,"GH"
"6758",150464,65,1,1,"g",10,39,"Renault, Nissan or Citroen","Diesel","R52",88,4.17438726989564,4.47733681447821,3,4,"GH"
"6759",150486,756,1,1,"f",2,39,"Renault, Nissan or Citroen","Diesel","R52",983,6.62804137617953,6.89060912014717,3,2,"DEF"
"6760",150512,1158,1,0.87,"e",17,66,"Renault, Nissan or Citroen","Diesel","R52",4128,7.05444965813294,8.3255483071614,2,5,"DEF"
"6761",150522,1221,1,1,"h",10,50,"Renault, Nissan or Citroen","Diesel","R52",4128,7.1074254741107,8.3255483071614,2,4,"GH"
"6762",150540,1168,1,1,"g",3,44,"Opel, General Motors or Ford","Regular","R52",354,7.06304816338817,5.86929691313377,2,2,"GH"
"6763",150554,3346,1,0.5,"f",3,52,"Renault, Nissan or Citroen","Regular","R52",713,8.11552088154677,6.5694814204143,2,2,"DEF"
"6764",150598,1239,1,1,"f",13,39,"Renault, Nissan or Citroen","Diesel","R52",498,7.12205988162914,6.21060007702465,3,4,"DEF"
"6765",150650,2299,2,1,"g",12,41,"Renault, Nissan or Citroen","Diesel","R52",354,7.74022952476318,5.86929691313377,3,4,"GH"
"6766",150703,1153,1,0.56,"g",13,42,"Opel, General Motors or Ford","Diesel","R52",2163,7.05012252026906,7.67925142595306,3,4,"GH"
"6767",150708,1166,1,0.95,"g",0,72,"Renault, Nissan or Citroen","Regular","R52",126,7.06133436691044,4.83628190695148,2,1,"GH"
"6768",150733,846,1,1,"g",1,63,"other","Diesel","R52",117,6.74051935960622,4.76217393479776,2,2,"GH"
"6769",150748,1216,1,1,"f",12,41,"Renault, Nissan or Citroen","Diesel","R52",4128,7.10332206252611,8.3255483071614,3,4,"DEF"
"6770",150756,517,1,0.9,"f",3,75,"Renault, Nissan or Citroen","Regular","R52",4128,6.24804287450843,8.3255483071614,1,2,"DEF"
"6771",150782,1167,1,1,"d",15,60,"Renault, Nissan or Citroen","Regular","R52",851,7.06219163228656,6.74641212857337,2,5,"DEF"
"6772",150798,1360,1,1,"g",8,46,"Volkswagen, Audi, Skoda or Seat","Regular","R52",522,7.2152399787301,6.25766758788264,2,3,"GH"
"6773",150817,2240,1,0.41,"g",7,57,"Opel, General Motors or Ford","Regular","R74",1729,7.71423114484909,7.45529848568329,2,3,"GH"
"6774",150822,1129,1,1,"f",9,27,"Renault, Nissan or Citroen","Diesel","R52",4128,7.02908756414966,8.3255483071614,3,3,"DEF"
"6775",150934,1658,1,1,"f",11,35,"Renault, Nissan or Citroen","Diesel","R52",4128,7.41336733569524,8.3255483071614,3,4,"DEF"
"6776",150937,1199,1,1,"i",13,69,"Mercedes, Chrysler or BMW","Diesel","R52",86,7.08924315502751,4.45434729625351,2,4,"other"
"6777",150939,1130,1,1,"e",2,51,"Renault, Nissan or Citroen","Regular","R52",4128,7.02997291170639,8.3255483071614,2,2,"DEF"
"6778",150967,957,1,1,"j",9,43,"Fiat","Regular","R11",2526,6.86380339145295,7.83439230291044,2,3,"other"
"6779",151059,73,1,1,"d",2,68,"Renault, Nissan or Citroen","Diesel","R11",137,4.29045944114839,4.91998092582813,2,2,"DEF"
"6780",151077,70,1,1,"d",10,25,"Renault, Nissan or Citroen","Regular","R11",564,4.24849524204936,6.33505425149806,4,4,"DEF"
"6781",151094,589,1,1,"j",13,36,"other","Diesel","R11",1329,6.37842618365159,7.19218205871325,3,4,"other"
"6782",151097,1144,1,1,"i",10,34,"Renault, Nissan or Citroen","Regular","R11",73,7.04228617193974,4.29045944114839,3,4,"other"
"6783",151101,1145,1,1,"i",10,28,"Renault, Nissan or Citroen","Regular","R11",1329,7.04315991598834,7.19218205871325,3,4,"other"
"6784",151109,1182,1,0.55,"e",10,67,"Opel, General Motors or Ford","Diesel","R11",4218,7.07496319796604,8.34711636103872,2,4,"DEF"
"6785",151134,1142,1,0.91,"e",17,57,"Renault, Nissan or Citroen","Diesel","R11",1329,7.04053639021596,7.19218205871325,2,5,"DEF"
"6786",151154,1141,1,0.88,"d",16,49,"Renault, Nissan or Citroen","Regular","R11",1329,7.03966034986208,7.19218205871325,2,5,"DEF"
"6787",151160,400,1,0.7,"e",12,52,"Renault, Nissan or Citroen","Diesel","R11",19,5.99146454710798,2.94443897916644,2,4,"DEF"
"6788",151170,2074,1,0.86,"g",5,46,"Mercedes, Chrysler or BMW","Regular","R11",1329,7.63723438878947,7.19218205871325,2,3,"GH"
"6789",151181,1093,1,0.34,"j",21,35,"Fiat","Diesel","R11",564,6.99668148817654,6.33505425149806,3,5,"other"
"6790",151188,253,1,1,"f",5,47,"Volkswagen, Audi, Skoda or Seat","Regular","R11",1329,5.53338948872752,7.19218205871325,2,3,"DEF"
"6791",151207,1168,1,1,"f",9,23,"Renault, Nissan or Citroen","Regular","R11",1421,7.06304816338817,7.2591161280971,4,3,"DEF"
"6792",151218,92,1,0.7,"f",7,39,"Renault, Nissan or Citroen","Diesel","R11",6485,4.52178857704904,8.77724709675054,3,3,"DEF"
"6793",151221,1102,1,0.28,"g",6,26,"Opel, General Motors or Ford","Diesel","R11",1937,7.00488198971286,7.568895663407,4,3,"GH"
"6794",151246,1149,1,1,"e",9,40,"Renault, Nissan or Citroen","Regular","R11",1329,7.04664727784876,7.19218205871325,3,3,"DEF"
"6795",151265,1168,1,0.99,"e",1,49,"Renault, Nissan or Citroen","Diesel","R11",122,7.06304816338817,4.80402104473326,2,2,"DEF"
"6796",151276,121,1,0.58,"g",4,44,"Renault, Nissan or Citroen","Regular","R11",564,4.79579054559674,6.33505425149806,2,2,"GH"
"6797",151278,1163,1,0.82,"f",10,30,"Volkswagen, Audi, Skoda or Seat","Regular","R11",401,7.05875815251866,5.99396142730657,3,4,"DEF"
"6798",151307,1195,1,0.81,"e",12,32,"Renault, Nissan or Citroen","Regular","R11",108,7.08590146436561,4.68213122712422,3,4,"DEF"
"6799",151308,599,1,0.33,"g",3,33,"Renault, Nissan or Citroen","Regular","R11",4218,6.39526159811545,8.34711636103872,3,2,"GH"
"6800",151318,1124,1,0.61,"i",10,42,"Renault, Nissan or Citroen","Regular","R11",1329,7.02464903045364,7.19218205871325,3,4,"other"
"6801",151326,1145,1,0.72,"i",14,35,"Mercedes, Chrysler or BMW","Regular","R11",1329,7.04315991598834,7.19218205871325,3,4,"other"
"6802",151352,1152,1,1,"d",11,66,"Renault, Nissan or Citroen","Regular","R24",53,7.04925484125584,3.97029191355212,2,4,"DEF"
"6803",151354,1246,1,1,"i",14,40,"Renault, Nissan or Citroen","Regular","R24",51,7.1276936993474,3.93182563272433,3,4,"other"
"6804",151383,1107,1,1,"i",15,64,"Renault, Nissan or Citroen","Regular","R24",405,7.00940893270864,6.00388706710654,2,5,"other"
"6805",151392,1215,1,1,"f",9,54,"Renault, Nissan or Citroen","Diesel","R24",1313,7.10249935577465,7.1800698743028,2,3,"DEF"
"6806",151404,1203,1,1,"f",8,30,"Renault, Nissan or Citroen","Diesel","R24",2044,7.09257371597468,7.6226639513236,3,3,"DEF"
"6807",151420,1409,1,0.96,"g",12,34,"Renault, Nissan or Citroen","Regular","R24",405,7.25063551189868,6.00388706710654,3,4,"GH"
"6808",151460,1181,1,0.62,"d",5,60,"Renault, Nissan or Citroen","Regular","R24",23,7.07411681619736,3.13549421592915,2,3,"DEF"
"6809",151472,1235,2,1,"f",5,34,"other","Regular","R24",53,7.11882624906208,3.97029191355212,3,3,"DEF"
"6810",151475,1191,1,1,"g",5,48,"Fiat","Diesel","R24",26,7.0825485693553,3.25809653802148,2,3,"GH"
"6811",151501,4229,1,1,"f",2,44,"Fiat","Diesel","R11",1000,8.34972083747249,6.90775527898214,2,2,"DEF"
"6812",151508,124,1,1,"g",2,43,"Renault, Nissan or Citroen","Regular","R24",405,4.82028156560504,6.00388706710654,2,2,"GH"
"6813",151538,67,1,1,"f",11,23,"Renault, Nissan or Citroen","Diesel","R24",10,4.20469261939097,2.30258509299405,4,4,"DEF"
"6814",151547,1171,1,1,"f",11,49,"Renault, Nissan or Citroen","Diesel","R24",88,7.06561336359772,4.47733681447821,2,4,"DEF"
"6815",151552,1166,1,1,"g",20,37,"Renault, Nissan or Citroen","Regular","R24",66,7.06133436691044,4.18965474202643,3,5,"GH"
"6816",151582,2383,2,1,"d",4,27,"Renault, Nissan or Citroen","Regular","R11",2569,7.77611547709874,7.85127199710988,3,2,"DEF"
"6817",151627,2515,2,1,"f",6,67,"Renault, Nissan or Citroen","Diesel","R24",13,7.83002808253384,2.56494935746154,2,3,"DEF"
"6818",151653,929,1,0.84,"f",11,34,"Renault, Nissan or Citroen","Diesel","R24",405,6.83410873881384,6.00388706710654,3,4,"DEF"
"6819",151671,1155,1,1,"f",2,42,"Renault, Nissan or Citroen","Diesel","R24",20,7.05185562295589,2.99573227355399,3,2,"DEF"
"6820",151703,2374,2,0.84,"f",7,51,"Opel, General Motors or Ford","Regular","R24",405,7.77233157516961,6.00388706710654,2,3,"DEF"
"6821",151705,58,1,0.18,"f",7,38,"Renault, Nissan or Citroen","Diesel","R24",64,4.06044301054642,4.15888308335967,3,3,"DEF"
"6822",151721,876,1,1,"e",2,41,"Renault, Nissan or Citroen","Diesel","R24",53,6.77536609093639,3.97029191355212,3,2,"DEF"
"6823",151822,695,1,0.85,"g",15,28,"Renault, Nissan or Citroen","Regular","R24",405,6.54391184556479,6.00388706710654,3,5,"GH"
"6824",151826,1108,1,0.55,"e",13,21,"Renault, Nissan or Citroen","Regular","R24",405,7.01031186730723,6.00388706710654,5,4,"DEF"
"6825",151828,986,1,1,"d",3,54,"Renault, Nissan or Citroen","Regular","R24",49,6.89365635460264,3.89182029811063,2,2,"DEF"
"6826",151829,3106,1,0.98,"e",8,80,"Opel, General Motors or Ford","Diesel","R24",405,8.04109100370863,6.00388706710654,1,3,"DEF"
"6827",151856,2627,1,1,"f",2,50,"Renault, Nissan or Citroen","Diesel","R24",23,7.87359778968554,3.13549421592915,2,2,"DEF"
"6828",151874,1164,1,1,"g",5,46,"Renault, Nissan or Citroen","Regular","R24",405,7.05961762829138,6.00388706710654,2,3,"GH"
"6829",151904,2011,1,0.74,"e",12,45,"Renault, Nissan or Citroen","Diesel","R24",44,7.60638738977265,3.78418963391826,2,4,"DEF"
"6830",151931,171,1,0.99,"f",3,76,"Japanese (except Nissan) or Korean","Diesel","R24",91,5.14166355650266,4.51085950651685,1,2,"DEF"
