"","PolicyID","AggClaimAmount","ClaimNb","Exposure","Power","CarAge","DriverAge","Brand","Gas","Region","Density","LogAggClaimAmount","LogDensity","CatDriverAge","powerF"
"6802",151352,1152,1,1,"d",11,66,"Renault, Nissan or Citroen","Regular","R24",53,7.04925484125584,3.97029191355212,1,"DEF"
"6803",151354,1246,1,1,"i",14,40,"Renault, Nissan or Citroen","Regular","R24",51,7.1276936993474,3.93182563272433,2,"other"
"6804",151383,1107,1,1,"i",15,64,"Renault, Nissan or Citroen","Regular","R24",405,7.00940893270864,6.00388706710654,1,"other"
"6805",151392,1215,1,1,"f",9,54,"Renault, Nissan or Citroen","Diesel","R24",1313,7.10249935577465,7.1800698743028,1,"DEF"
"6806",151404,1203,1,1,"f",8,30,"Renault, Nissan or Citroen","Diesel","R24",2044,7.09257371597468,7.6226639513236,2,"DEF"
"6807",151420,1409,1,0.96,"g",12,34,"Renault, Nissan or Citroen","Regular","R24",405,7.25063551189868,6.00388706710654,2,"GH"
"6808",151460,1181,1,0.62,"d",5,60,"Renault, Nissan or Citroen","Regular","R24",23,7.07411681619736,3.13549421592915,1,"DEF"
"6809",151472,1235,2,1,"f",5,34,"other","Regular","R24",53,7.11882624906208,3.97029191355212,2,"DEF"
"6810",151475,1191,1,1,"g",5,48,"Fiat","Diesel","R24",26,7.0825485693553,3.25809653802148,2,"GH"
"6812",151508,124,1,1,"g",2,43,"Renault, Nissan or Citroen","Regular","R24",405,4.82028156560504,6.00388706710654,2,"GH"
"6813",151538,67,1,1,"f",11,23,"Renault, Nissan or Citroen","Diesel","R24",10,4.20469261939097,2.30258509299405,4,"DEF"
"6814",151547,1171,1,1,"f",11,49,"Renault, Nissan or Citroen","Diesel","R24",88,7.06561336359772,4.47733681447821,2,"DEF"
"6815",151552,1166,1,1,"g",20,37,"Renault, Nissan or Citroen","Regular","R24",66,7.06133436691044,4.18965474202643,2,"GH"
"6817",151627,2515,2,1,"f",6,67,"Renault, Nissan or Citroen","Diesel","R24",13,7.83002808253384,2.56494935746154,1,"DEF"
"6818",151653,929,1,0.84,"f",11,34,"Renault, Nissan or Citroen","Diesel","R24",405,6.83410873881384,6.00388706710654,2,"DEF"
"6819",151671,1155,1,1,"f",2,42,"Renault, Nissan or Citroen","Diesel","R24",20,7.05185562295589,2.99573227355399,2,"DEF"
"6820",151703,2374,2,0.84,"f",7,51,"Opel, General Motors or Ford","Regular","R24",405,7.77233157516961,6.00388706710654,1,"DEF"
"6821",151705,58,1,0.18,"f",7,38,"Renault, Nissan or Citroen","Diesel","R24",64,4.06044301054642,4.15888308335967,2,"DEF"
"6822",151721,876,1,1,"e",2,41,"Renault, Nissan or Citroen","Diesel","R24",53,6.77536609093639,3.97029191355212,2,"DEF"
"6823",151822,695,1,0.85,"g",15,28,"Renault, Nissan or Citroen","Regular","R24",405,6.54391184556479,6.00388706710654,3,"GH"
"6824",151826,1108,1,0.55,"e",13,21,"Renault, Nissan or Citroen","Regular","R24",405,7.01031186730723,6.00388706710654,4,"DEF"
"6825",151828,986,1,1,"d",3,54,"Renault, Nissan or Citroen","Regular","R24",49,6.89365635460264,3.89182029811063,1,"DEF"
"6826",151829,3106,1,0.98,"e",8,80,"Opel, General Motors or Ford","Diesel","R24",405,8.04109100370863,6.00388706710654,1,"DEF"
"6827",151856,2627,1,1,"f",2,50,"Renault, Nissan or Citroen","Diesel","R24",23,7.87359778968554,3.13549421592915,1,"DEF"
"6828",151874,1164,1,1,"g",5,46,"Renault, Nissan or Citroen","Regular","R24",405,7.05961762829138,6.00388706710654,2,"GH"
"6829",151904,2011,1,0.74,"e",12,45,"Renault, Nissan or Citroen","Diesel","R24",44,7.60638738977265,3.78418963391826,2,"DEF"
"6830",151931,171,1,0.99,"f",3,76,"Japanese (except Nissan) or Korean","Diesel","R24",91,5.14166355650266,4.51085950651685,1,"DEF"
"6831",151958,859,1,0.75,"f",8,52,"Renault, Nissan or Citroen","Diesel","R24",91,6.75576892198425,4.51085950651685,1,"DEF"
"6832",151968,1104,1,0.75,"f",8,72,"Renault, Nissan or Citroen","Diesel","R24",91,7.00669522683704,4.51085950651685,1,"DEF"
"6833",151980,953,1,1,"h",16,41,"other","Diesel","R24",105,6.8596149036542,4.65396035015752,2,"GH"
"6835",152032,1366,1,0.76,"h",19,64,"Renault, Nissan or Citroen","Diesel","R24",91,7.21964204013074,4.51085950651685,1,"GH"
"6836",152039,870,1,1,"e",12,48,"Renault, Nissan or Citroen","Regular","R24",50,6.76849321164863,3.91202300542815,2,"DEF"
"6837",152050,1184,1,0.55,"f",10,42,"Renault, Nissan or Citroen","Diesel","R24",50,7.07665381544395,3.91202300542815,2,"DEF"
"6838",152054,2593,1,1,"e",9,47,"Renault, Nissan or Citroen","Regular","R24",91,7.86057078553866,4.51085950651685,2,"DEF"
"6840",152069,1165,1,1,"d",19,44,"Renault, Nissan or Citroen","Regular","R24",91,7.0604763659998,4.51085950651685,2,"DEF"
"6841",152083,1158,1,1,"f",1,72,"Renault, Nissan or Citroen","Regular","R24",50,7.05444965813294,3.91202300542815,1,"DEF"
"6842",152109,1213,1,0.11,"d",22,40,"Renault, Nissan or Citroen","Regular","R24",1313,7.10085190894405,7.1800698743028,2,"DEF"
"6843",152110,583,1,0.44,"d",17,40,"Renault, Nissan or Citroen","Regular","R24",1313,6.36818718635049,7.1800698743028,2,"DEF"
"6845",152126,643,1,0.26,"e",17,22,"Renault, Nissan or Citroen","Regular","R24",91,6.46614472423762,4.51085950651685,4,"DEF"
"6846",152135,210265,2,0.16,"d",13,21,"Renault, Nissan or Citroen","Diesel","R24",37,12.2561239189289,3.61091791264422,4,"DEF"
"6848",152165,303,1,0.13,"e",15,58,"Opel, General Motors or Ford","Diesel","R24",30,5.71373280550937,3.40119738166216,1,"DEF"
"6849",152179,1325,1,1,"g",5,48,"Renault, Nissan or Citroen","Diesel","R24",91,7.18916773842032,4.51085950651685,2,"GH"
"6850",152183,1173,1,1,"h",19,52,"other","Diesel","R24",37,7.06731984865348,3.61091791264422,1,"GH"
"6851",152196,1157,1,0.56,"j",0,31,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",91,7.05358572719368,4.51085950651685,2,"other"
"6852",152253,1278,1,1,"d",4,24,"Renault, Nissan or Citroen","Regular","R24",252,7.15305163493748,5.52942908751142,4,"DEF"
"6853",152299,80,1,0.85,"e",10,55,"Renault, Nissan or Citroen","Diesel","R24",252,4.38202663467388,5.52942908751142,1,"DEF"
"6854",152317,1175,1,0.99,"d",11,33,"Renault, Nissan or Citroen","Regular","R24",2044,7.06902342657826,7.6226639513236,2,"DEF"
"6855",152321,87,1,0.89,"e",10,39,"Opel, General Motors or Ford","Diesel","R24",46,4.46590811865458,3.8286413964891,2,"DEF"
"6856",152334,327,1,0.28,"f",9,28,"Renault, Nissan or Citroen","Diesel","R24",3866,5.78996017089725,8.25997565976828,3,"DEF"
"6857",152339,554,1,1,"f",8,46,"Renault, Nissan or Citroen","Diesel","R24",45,6.31716468674728,3.80666248977032,2,"DEF"
"6858",152409,154,1,0.16,"e",8,42,"Fiat","Regular","R24",72,5.03695260241363,4.27666611901606,2,"DEF"
"6859",152411,167,1,1,"o",10,40,"Opel, General Motors or Ford","Regular","R24",71,5.11799381241676,4.26267987704132,2,"other"
"6860",152415,2391,2,1,"e",1,68,"Renault, Nissan or Citroen","Diesel","R24",46,7.77946696745832,3.8286413964891,1,"DEF"
"6861",152430,1178,1,1,"f",9,22,"Renault, Nissan or Citroen","Diesel","R24",45,7.07157336421153,3.80666248977032,4,"DEF"
"6862",152500,1095,1,0.91,"g",1,41,"Mercedes, Chrysler or BMW","Diesel","R24",29,6.9985096422506,3.36729582998647,2,"GH"
"6866",152634,239,1,1,"g",5,62,"Renault, Nissan or Citroen","Diesel","R24",44,5.47646355193151,3.78418963391826,1,"GH"
"6867",152638,2314,2,0.75,"d",17,21,"Renault, Nissan or Citroen","Regular","R24",1313,7.74673290775362,7.1800698743028,4,"DEF"
"6868",152647,1165,1,1,"k",12,65,"Renault, Nissan or Citroen","Regular","R24",155,7.0604763659998,5.04342511691925,1,"other"
"6869",152648,758,1,1,"g",8,33,"Mercedes, Chrysler or BMW","Diesel","R24",1313,6.63068338564237,7.1800698743028,2,"GH"
"6871",152696,1988,1,0.08,"h",2,33,"Renault, Nissan or Citroen","Regular","R24",26,7.59488438721652,3.25809653802148,2,"GH"
"6872",152729,1176,1,0.24,"f",6,27,"Renault, Nissan or Citroen","Regular","R24",38,7.06987412845857,3.63758615972639,3,"DEF"
"6873",152730,595,1,0.75,"f",6,27,"Renault, Nissan or Citroen","Regular","R24",38,6.38856140554563,3.63758615972639,3,"DEF"
"6874",152740,2829,1,1,"h",8,53,"Renault, Nissan or Citroen","Diesel","R24",59,7.94767857130157,4.07753744390572,1,"GH"
"6875",152761,840,1,0.11,"h",12,27,"Fiat","Regular","R24",4116,6.73340189183736,8.32263709695394,3,"GH"
"6877",152812,1162,1,0.85,"h",3,45,"Fiat","Diesel","R24",1313,7.05789793741186,7.1800698743028,2,"GH"
"6878",152823,83,1,1,"g",13,22,"Opel, General Motors or Ford","Regular","R24",29,4.4188406077966,3.36729582998647,4,"GH"
"6879",152840,512,1,0.08,"f",12,45,"Renault, Nissan or Citroen","Regular","R24",1313,6.23832462503951,7.1800698743028,2,"DEF"
"6896",153144,980,1,1,"i",6,30,"Renault, Nissan or Citroen","Regular","R24",27,6.88755257166462,3.29583686600433,2,"other"
"6897",153188,1142,1,1,"d",5,46,"Fiat","Regular","R24",182,7.04053639021596,5.2040066870768,2,"DEF"
"6898",153214,1149,1,1,"f",4,78,"Renault, Nissan or Citroen","Diesel","R24",13,7.04664727784876,2.56494935746154,1,"DEF"
"6899",153243,502,1,0.5,"e",16,32,"Renault, Nissan or Citroen","Diesel","R24",11,6.21860011969173,2.39789527279837,2,"DEF"
"6900",153275,44,1,1,"g",6,47,"Renault, Nissan or Citroen","Diesel","R24",182,3.78418963391826,5.2040066870768,2,"GH"
"6901",153326,1170,1,1,"f",9,36,"Renault, Nissan or Citroen","Diesel","R24",14,7.0647590277918,2.63905732961526,2,"DEF"
"6902",153342,181,1,1,"f",5,37,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",182,5.19849703126583,5.2040066870768,2,"DEF"
"6903",153362,76,1,1,"e",1,32,"Renault, Nissan or Citroen","Diesel","R24",1398,4.33073334028633,7.24279792279376,2,"DEF"
"6904",153398,1195,1,1,"d",9,44,"Renault, Nissan or Citroen","Diesel","R24",1313,7.08590146436561,7.1800698743028,2,"DEF"
"6905",153445,248,1,1,"d",7,39,"Renault, Nissan or Citroen","Regular","R24",78,5.51342874616498,4.35670882668959,2,"DEF"
"6913",153620,1176,1,1,"g",13,46,"Opel, General Motors or Ford","Regular","R24",1193,7.06987412845857,7.08422642209792,2,"GH"
"6914",153623,1247,1,0.98,"e",13,36,"Renault, Nissan or Citroen","Regular","R24",119,7.12849594568004,4.77912349311153,2,"DEF"
"6915",153632,1193,1,1,"d",15,62,"Renault, Nissan or Citroen","Regular","R24",60,7.08422642209792,4.0943445622221,1,"DEF"
"6916",153662,1177,1,1,"g",4,43,"Opel, General Motors or Ford","Regular","R24",3866,7.07072410726028,8.25997565976828,2,"GH"
"6917",153680,1022,1,0.47,"e",7,39,"Renault, Nissan or Citroen","Regular","R24",70,6.92951677076365,4.24849524204936,2,"DEF"
"6919",153707,1201,1,1,"i",2,40,"Mercedes, Chrysler or BMW","Diesel","R24",581,7.09090982207998,6.36475075685191,2,"other"
"6920",153718,5694,1,0.82,"g",4,68,"Renault, Nissan or Citroen","Regular","R24",3866,8.64716826783798,8.25997565976828,1,"GH"
"6963",154606,1465,1,1,"g",10,60,"Renault, Nissan or Citroen","Diesel","R24",1313,7.28961052145117,7.1800698743028,1,"GH"
"6988",154951,59,1,0.66,"g",5,46,"Renault, Nissan or Citroen","Regular","R24",149,4.07753744390572,5.00394630594546,2,"GH"
"6989",154981,1203,1,1,"e",7,35,"Opel, General Motors or Ford","Diesel","R24",1313,7.09257371597468,7.1800698743028,2,"DEF"
"6990",154990,39027,1,0.11,"e",10,40,"Renault, Nissan or Citroen","Regular","R24",16,10.5720089932697,2.77258872223978,2,"DEF"
"6991",155019,4509,3,0.76,"g",5,27,"Renault, Nissan or Citroen","Diesel","R24",1313,8.41383067842108,7.1800698743028,3,"GH"
"6992",155059,105,1,1,"f",9,43,"Renault, Nissan or Citroen","Diesel","R24",37,4.65396035015752,3.61091791264422,2,"DEF"
"6999",155242,1086,1,1,"h",2,45,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",13,6.99025650049388,2.56494935746154,2,"GH"
"7000",155266,1198,1,1,"d",12,48,"Renault, Nissan or Citroen","Regular","R24",57,7.08840877867539,4.04305126783455,2,"DEF"
"7001",155295,1191,1,0.93,"f",12,37,"Renault, Nissan or Citroen","Diesel","R24",57,7.0825485693553,4.04305126783455,2,"DEF"
"7002",155312,4491,1,0.00547945205479452,"i",10,43,"Renault, Nissan or Citroen","Regular","R24",57,8.40983067308774,4.04305126783455,2,"other"
"7010",155556,1086,1,1,"f",4,48,"Renault, Nissan or Citroen","Diesel","R24",298,6.99025650049388,5.6970934865054,2,"DEF"
"7011",155586,99,1,1,"f",2,50,"Mercedes, Chrysler or BMW","Diesel","R24",72,4.59511985013459,4.27666611901606,1,"DEF"
"7012",155645,73,1,0.45,"d",7,48,"Fiat","Regular","R24",1313,4.29045944114839,7.1800698743028,2,"DEF"
"7013",155651,1153,1,1,"g",5,43,"Renault, Nissan or Citroen","Diesel","R24",25,7.05012252026906,3.2188758248682,2,"GH"
"7014",155663,1170,1,0.32,"e",17,27,"Opel, General Motors or Ford","Diesel","R24",298,7.0647590277918,5.6970934865054,3,"DEF"
"7058",156413,9886,1,1,"f",6,59,"Renault, Nissan or Citroen","Diesel","R24",1313,9.1988748938669,7.1800698743028,1,"DEF"
"7059",156427,1154,1,1,"f",12,26,"Renault, Nissan or Citroen","Diesel","R24",214,7.05098944706805,5.36597601502185,3,"DEF"
"7060",156471,22,1,1,"g",4,62,"Opel, General Motors or Ford","Regular","R24",1313,3.09104245335832,7.1800698743028,1,"GH"
"7061",156474,648,1,1,"e",3,45,"Renault, Nissan or Citroen","Regular","R24",1313,6.47389069635227,7.1800698743028,2,"DEF"
"7062",156483,1116,1,0.08,"f",14,44,"Renault, Nissan or Citroen","Diesel","R24",86,7.01750614294126,4.45434729625351,2,"DEF"
"7080",156771,1183,1,0.27,"i",17,34,"Renault, Nissan or Citroen","Regular","R24",1052,7.07580886397839,6.95844839329766,2,"other"
"7081",156774,989,1,1,"f",10,56,"Renault, Nissan or Citroen","Diesel","R24",24,6.89669433162271,3.17805383034795,1,"DEF"
"7082",156783,1123,1,1,"f",5,46,"Opel, General Motors or Ford","Diesel","R24",9,7.02375895473844,2.19722457733622,2,"DEF"
"7084",156802,1215,1,1,"f",12,72,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",53,7.10249935577465,3.97029191355212,1,"DEF"
"7085",156807,1188,1,1,"e",14,53,"Renault, Nissan or Citroen","Regular","R24",51,7.08002649992259,3.93182563272433,1,"DEF"
"7086",156809,74,1,0.6,"e",9,46,"Renault, Nissan or Citroen","Regular","R24",51,4.30406509320417,3.93182563272433,2,"DEF"
"7087",156853,1156,1,1,"f",15,43,"Renault, Nissan or Citroen","Diesel","R24",11,7.05272104923232,2.39789527279837,2,"DEF"
"7088",156865,1174,1,0.58,"g",7,73,"Renault, Nissan or Citroen","Diesel","R24",9,7.06817200038804,2.19722457733622,1,"GH"
"7089",156928,1167,1,1,"g",15,58,"Mercedes, Chrysler or BMW","Diesel","R24",7,7.06219163228656,1.94591014905531,1,"GH"
"7090",156941,51,1,1,"k",11,26,"Renault, Nissan or Citroen","Diesel","R24",73,3.93182563272433,4.29045944114839,3,"other"
"7091",156983,1216,1,1,"i",12,56,"Renault, Nissan or Citroen","Regular","R24",186,7.10332206252611,5.2257466737132,1,"other"
"7092",156998,590,1,0.93,"f",14,37,"Renault, Nissan or Citroen","Diesel","R24",164,6.38012253689976,5.0998664278242,2,"DEF"
"7093",157038,1394,1,0.2,"d",13,48,"Renault, Nissan or Citroen","Regular","R24",41,7.23993259132047,3.71357206670431,2,"DEF"
"7094",157081,318,1,0.19,"e",9,30,"Opel, General Motors or Ford","Diesel","R24",222,5.76205138278018,5.40267738187228,2,"DEF"
"7095",157093,622,1,0.5,"f",12,37,"Renault, Nissan or Citroen","Diesel","R24",222,6.43294009273918,5.40267738187228,2,"DEF"
"7097",157112,1204,1,1,"d",19,37,"Renault, Nissan or Citroen","Regular","R24",42,7.09340462586877,3.73766961828337,2,"DEF"
"7098",157157,1081,1,0.37,"f",12,68,"Renault, Nissan or Citroen","Diesel","R24",156,6.98564181763921,5.04985600724954,1,"DEF"
"7099",157168,2368,2,0.91,"f",14,42,"Renault, Nissan or Citroen","Diesel","R24",3866,7.7698009960039,8.25997565976828,2,"DEF"
"7100",157207,1193,1,0.75,"g",13,64,"Mercedes, Chrysler or BMW","Diesel","R24",20,7.08422642209792,2.99573227355399,1,"GH"
"7101",157213,1160,1,0.72,"k",15,55,"Renault, Nissan or Citroen","Regular","R24",434,7.05617528410041,6.07304453410041,1,"other"
"7102",157236,6165,2,0.5,"j",3,42,"Renault, Nissan or Citroen","Diesel","R24",43,8.72664341559844,3.76120011569356,2,"other"
"7103",157267,1195,1,0.18,"i",11,26,"Renault, Nissan or Citroen","Regular","R24",3866,7.08590146436561,8.25997565976828,3,"other"
"7112",157389,1211,1,0.69,"e",3,33,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",3866,7.09920174355309,8.25997565976828,2,"DEF"
"7113",157392,528,1,1,"f",11,26,"Renault, Nissan or Citroen","Diesel","R24",137,6.26909628370626,4.91998092582813,3,"DEF"
"7114",157431,1145,1,0.78,"f",10,62,"Renault, Nissan or Citroen","Diesel","R24",84,7.04315991598834,4.43081679884331,1,"DEF"
"7117",157472,140,1,1,"m",2,47,"Renault, Nissan or Citroen","Diesel","R24",511,4.9416424226093,6.2363695902037,2,"other"
"7127",157693,2134,1,1,"h",2,65,"Mercedes, Chrysler or BMW","Diesel","R24",28,7.6657534318617,3.3322045101752,1,"GH"
"7128",157700,557,1,1,"h",7,53,"Fiat","Diesel","R24",111,6.32256523992728,4.70953020131233,1,"GH"
"7129",157704,817,1,1,"e",1,26,"Renault, Nissan or Citroen","Diesel","R24",17,6.70563909486,2.83321334405622,3,"DEF"
"7130",157720,52,1,0.14,"d",17,52,"Renault, Nissan or Citroen","Diesel","R24",1054,3.95124371858143,6.96034772910131,1,"DEF"
"7131",157735,1057,1,1,"j",3,34,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",1054,6.96318998587024,6.96034772910131,2,"other"
"7132",157744,1181,1,1,"f",8,38,"Renault, Nissan or Citroen","Diesel","R24",14,7.07411681619736,2.63905732961526,2,"DEF"
"7133",157749,1339,1,0.9,"d",15,28,"Renault, Nissan or Citroen","Diesel","R24",128,7.19967834569117,4.85203026391962,3,"DEF"
"7134",157765,1158,1,0.8,"f",0,63,"Renault, Nissan or Citroen","Diesel","R24",124,7.05444965813294,4.82028156560504,1,"DEF"
"7138",157862,1171,1,1,"e",13,34,"Renault, Nissan or Citroen","Diesel","R24",222,7.06561336359772,5.40267738187228,2,"DEF"
"7139",157870,1202,1,0.62,"f",7,45,"Renault, Nissan or Citroen","Diesel","R24",126,7.09174211509515,4.83628190695148,2,"DEF"
"7140",157877,1174,1,1,"g",16,32,"Renault, Nissan or Citroen","Diesel","R24",60,7.06817200038804,4.0943445622221,2,"GH"
"7141",157879,71,1,1,"f",7,38,"Renault, Nissan or Citroen","Diesel","R24",222,4.26267987704132,5.40267738187228,2,"DEF"
"7143",157885,750,1,1,"d",16,48,"Renault, Nissan or Citroen","Regular","R24",37,6.62007320653036,3.61091791264422,2,"DEF"
"7144",157887,1149,1,0.58,"g",14,39,"Opel, General Motors or Ford","Diesel","R24",37,7.04664727784876,3.61091791264422,2,"GH"
"7145",157914,2217,1,0.28,"f",15,25,"Renault, Nissan or Citroen","Regular","R24",222,7.70391020961631,5.40267738187228,4,"DEF"
"7146",157933,1117,1,0.84,"e",4,67,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",172,7.0184017990692,5.14749447681345,1,"DEF"
"7147",157946,1160,1,0.65,"j",7,32,"Opel, General Motors or Ford","Diesel","R24",61,7.05617528410041,4.11087386417331,2,"other"
"7148",157948,1153,1,0.52,"e",5,24,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",1313,7.05012252026906,7.1800698743028,4,"DEF"
"7149",157949,1609,1,0.29,"e",5,24,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",1313,7.38336814699238,7.1800698743028,4,"DEF"
"7150",157968,62,1,0.53,"f",3,26,"Renault, Nissan or Citroen","Diesel","R24",26,4.12713438504509,3.25809653802148,3,"DEF"
"7151",158012,1177,1,1,"f",16,41,"Renault, Nissan or Citroen","Diesel","R24",48,7.07072410726028,3.87120101090789,2,"DEF"
"7152",158031,1721,1,0.74,"d",21,63,"Renault, Nissan or Citroen","Regular","R24",23,7.45066079621154,3.13549421592915,1,"DEF"
"7153",158044,82,1,0.61,"e",15,47,"Volkswagen, Audi, Skoda or Seat","Regular","R24",741,4.40671924726425,6.60800062529609,2,"DEF"
"7154",158075,1176,1,1,"f",2,71,"Mercedes, Chrysler or BMW","Diesel","R24",23,7.06987412845857,3.13549421592915,1,"DEF"
"7155",158080,1762,1,0.7,"e",2,44,"Opel, General Motors or Ford","Regular","R24",138,7.47420480649612,4.92725368515721,2,"DEF"
"7156",158086,1867,1,0.17,"f",6,39,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",48,7.53208814354172,3.87120101090789,2,"DEF"
"7157",158137,1189,1,1,"e",3,84,"Renault, Nissan or Citroen","Regular","R24",34,7.08086789669078,3.52636052461616,1,"DEF"
"7158",158166,229,1,0.7,"d",7,53,"Renault, Nissan or Citroen","Diesel","R24",34,5.43372200355424,3.52636052461616,1,"DEF"
"7177",158589,1174,1,1,"e",11,60,"Renault, Nissan or Citroen","Diesel","R24",32,7.06817200038804,3.46573590279973,1,"DEF"
"7178",158594,234,1,1,"f",6,75,"Opel, General Motors or Ford","Regular","R24",203,5.4553211153577,5.31320597904179,1,"DEF"
"7179",158624,2028,1,0.71,"e",3,46,"Mercedes, Chrysler or BMW","Diesel","R24",581,7.61480536471107,6.36475075685191,2,"DEF"
"7208",159155,1144,1,0.58,"d",6,83,"Renault, Nissan or Citroen","Regular","R24",9,7.04228617193974,2.19722457733622,1,"DEF"
"7209",159158,868,1,1,"h",10,43,"other","Diesel","R24",34,6.76619171466035,3.52636052461616,2,"GH"
"7224",159533,1148,1,0.58,"f",2,44,"Fiat","Diesel","R24",614,7.04577657687951,6.41999492814714,2,"DEF"
"7225",159585,3794,1,1,"g",4,38,"Renault, Nissan or Citroen","Regular","R24",86,8.24117615049496,4.45434729625351,2,"GH"
"7226",159617,1119,1,1,"i",6,65,"Renault, Nissan or Citroen","Regular","R24",369,7.02019070831193,5.91079664404053,1,"other"
"7227",159630,873,1,1,"g",10,54,"Mercedes, Chrysler or BMW","Regular","R24",4116,6.7719355558396,8.32263709695394,1,"GH"
"7228",159634,1120,1,1,"g",3,70,"Japanese (except Nissan) or Korean","Regular","R24",11,7.02108396428914,2.39789527279837,1,"GH"
"7229",159690,155,1,1,"d",12,44,"Renault, Nissan or Citroen","Regular","R24",57,5.04342511691925,4.04305126783455,2,"DEF"
"7230",159720,299,1,1,"g",11,32,"Mercedes, Chrysler or BMW","Regular","R24",57,5.70044357339069,4.04305126783455,2,"GH"
"7231",159723,276,1,0.64,"g",4,29,"Renault, Nissan or Citroen","Regular","R24",27,5.62040086571715,3.29583686600433,3,"GH"
"7251",160138,1170,1,0.18,"g",14,35,"Renault, Nissan or Citroen","Regular","R24",115,7.0647590277918,4.74493212836325,2,"GH"
"7268",160504,1139,1,0.55,"f",5,28,"Renault, Nissan or Citroen","Diesel","R24",1313,7.03790596344718,7.1800698743028,3,"DEF"
"7269",160508,1131,1,1,"h",13,31,"Renault, Nissan or Citroen","Diesel","R24",31,7.03085747611612,3.43398720448515,2,"GH"
"7270",160514,12,1,1,"h",14,43,"Renault, Nissan or Citroen","Diesel","R24",33,2.484906649788,3.49650756146648,2,"GH"
"7271",160520,1917,1,0.89,"f",7,49,"Renault, Nissan or Citroen","Diesel","R24",25,7.55851674304564,3.2188758248682,2,"DEF"
"7273",160677,393,1,1,"f",10,42,"Renault, Nissan or Citroen","Diesel","R24",91,5.97380961186926,4.51085950651685,2,"DEF"
"7274",160724,1166,1,1,"f",9,31,"Renault, Nissan or Citroen","Diesel","R24",86,7.06133436691044,4.45434729625351,2,"DEF"
"7275",160726,1090,1,0.49,"e",2,32,"Opel, General Motors or Ford","Diesel","R24",41,6.99393297522319,3.71357206670431,2,"DEF"
"7276",160770,89,1,1,"e",2,39,"Renault, Nissan or Citroen","Diesel","R24",60,4.48863636973214,4.0943445622221,2,"DEF"
"7277",160796,1169,1,1,"e",1,56,"Renault, Nissan or Citroen","Diesel","R24",1313,7.06390396147207,7.1800698743028,1,"DEF"
"7278",160813,2545,1,1,"f",10,38,"Renault, Nissan or Citroen","Diesel","R24",43,7.84188592898462,3.76120011569356,2,"DEF"
"7279",160819,938,1,0.81,"f",12,36,"Renault, Nissan or Citroen","Diesel","R24",61,6.84374994900622,4.11087386417331,2,"DEF"
"7280",160829,2734,1,0.43,"f",9,30,"Renault, Nissan or Citroen","Diesel","R24",25,7.91352101728389,3.2188758248682,2,"DEF"
"7283",160848,579,1,1,"h",6,37,"Renault, Nissan or Citroen","Diesel","R24",33,6.361302477573,3.49650756146648,2,"GH"
"7292",161117,1217,1,0.87,"i",10,32,"Volkswagen, Audi, Skoda or Seat","Regular","R24",1313,7.10414409298753,7.1800698743028,2,"other"
"7293",161139,1114,1,0.94,"h",6,28,"Renault, Nissan or Citroen","Diesel","R24",298,7.01571242048723,5.6970934865054,3,"GH"
"7294",161141,126,1,1,"f",5,42,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",22,4.83628190695148,3.09104245335832,2,"DEF"
"7306",161506,3661,2,1,"j",5,33,"Opel, General Motors or Ford","Diesel","R24",31,8.20549161312024,3.43398720448515,2,"other"
"7308",161526,1187,1,0.65,"d",6,21,"Renault, Nissan or Citroen","Regular","R24",91,7.07918439460967,4.51085950651685,4,"DEF"
"7309",161550,1128,1,0.81,"g",1,95,"Renault, Nissan or Citroen","Regular","R24",29,7.028201432058,3.36729582998647,1,"GH"
"7310",161658,210,1,0.7,"f",14,48,"Renault, Nissan or Citroen","Diesel","R24",91,5.34710753071747,4.51085950651685,2,"DEF"
"7311",161704,606,1,1,"g",11,65,"Renault, Nissan or Citroen","Diesel","R24",15,6.40687998606931,2.70805020110221,1,"GH"
"7312",161738,1143,1,0.83,"f",10,73,"Renault, Nissan or Citroen","Diesel","R24",19,7.04141166379481,2.94443897916644,1,"DEF"
"7313",161740,2333,2,1,"e",16,66,"Renault, Nissan or Citroen","Diesel","R24",27,7.75491027202143,3.29583686600433,1,"DEF"
"7314",161749,63,1,1,"f",5,54,"Renault, Nissan or Citroen","Regular","R24",370,4.14313472639153,5.91350300563827,1,"DEF"
"7315",161751,921,1,1,"d",9,44,"Renault, Nissan or Citroen","Diesel","R24",27,6.82546003625531,3.29583686600433,2,"DEF"
"7316",161803,85,1,0.46,"g",0,65,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",50,4.44265125649032,3.91202300542815,1,"GH"
"7317",161809,1225,1,0.52,"e",3,24,"Renault, Nissan or Citroen","Diesel","R24",57,7.11069612297883,4.04305126783455,4,"DEF"
